missionprogress_id,started_at,lession_id,is_complete,completed_at
5475330,3/31/2022 0:00,606,TRUE,3/31/2022 3:48
5477022,3/31/2022 0:00,641,TRUE,3/31/2022 16:26
5476121,3/31/2022 0:00,607,TRUE,3/31/2022 10:35
5475348,3/31/2022 0:00,644,TRUE,3/31/2022 3:53
5475424,3/31/2022 0:00,605,TRUE,3/31/2022 4:57
5476396,3/31/2022 0:00,156,TRUE,3/31/2022 13:08
5475350,3/31/2022 0:00,610,TRUE,3/31/2022 3:53
5476080,3/31/2022 0:00,389,FALSE,
5477587,3/31/2022 0:00,514,FALSE,
5476656,3/31/2022 0:00,574,FALSE,
5477324,3/31/2022 0:00,606,TRUE,3/31/2022 18:16
5476199,3/31/2022 0:00,513,TRUE,3/31/2022 11:51
5477387,3/31/2022 0:00,388,FALSE,
5476684,3/31/2022 0:00,609,TRUE,3/31/2022 14:51
5477619,3/31/2022 0:00,605,FALSE,
5475034,3/31/2022 0:00,420,FALSE,
5475637,3/31/2022 0:00,605,TRUE,3/31/2022 6:47
5476981,3/31/2022 0:00,592,TRUE,3/31/2022 16:38
5477699,3/31/2022 0:00,647,TRUE,3/31/2022 21:37
5476856,3/31/2022 0:00,608,TRUE,3/31/2022 19:32
5475362,3/31/2022 0:00,608,TRUE,3/31/2022 4:01
5475232,3/31/2022 0:00,140,TRUE,3/31/2022 3:40
5476268,3/31/2022 0:00,588,TRUE,3/31/2022 13:15
5475306,3/31/2022 0:00,606,TRUE,3/31/2022 3:59
5475701,3/31/2022 0:00,606,TRUE,3/31/2022 7:10
5475214,3/31/2022 0:00,502,TRUE,3/31/2022 2:54
5475128,3/31/2022 0:00,427,FALSE,
5476563,3/31/2022 0:00,645,TRUE,3/31/2022 14:33
5475290,3/31/2022 0:00,610,TRUE,3/31/2022 3:22
5476849,3/31/2022 0:00,605,TRUE,3/31/2022 15:29
5475269,3/31/2022 0:00,294,FALSE,
5475202,3/31/2022 0:00,641,TRUE,3/31/2022 15:18
5477355,3/31/2022 0:00,545,TRUE,3/31/2022 18:53
5475586,3/31/2022 0:00,587,TRUE,3/31/2022 19:28
5477199,3/31/2022 0:00,643,TRUE,3/31/2022 17:25
5476884,3/31/2022 0:00,644,FALSE,
5476214,3/31/2022 0:00,609,TRUE,3/31/2022 11:23
5475154,3/31/2022 0:00,606,TRUE,3/31/2022 2:35
5476694,3/31/2022 0:00,645,TRUE,3/31/2022 14:52
5475633,3/31/2022 0:00,1000592,TRUE,3/31/2022 7:17
5475641,3/31/2022 0:00,646,TRUE,3/31/2022 6:47
5476983,3/31/2022 0:00,642,FALSE,
5476988,3/31/2022 0:00,624,FALSE,
5477163,3/31/2022 0:00,612,TRUE,3/31/2022 17:13
5476766,3/31/2022 0:00,133,TRUE,3/31/2022 20:30
5475220,3/31/2022 0:00,253,TRUE,3/31/2022 15:36
5477549,3/31/2022 0:00,642,TRUE,3/31/2022 20:06
5476068,3/31/2022 0:00,264,FALSE,
5476958,3/31/2022 0:00,608,TRUE,3/31/2022 16:03
5477548,3/31/2022 0:00,605,TRUE,3/31/2022 19:57
5475569,3/31/2022 0:00,528,TRUE,3/31/2022 6:11
5477131,3/31/2022 0:00,254,FALSE,
5476302,3/31/2022 0:00,294,FALSE,
5475503,3/31/2022 0:00,605,FALSE,
5475873,3/31/2022 0:00,245,FALSE,
5475798,3/31/2022 0:00,623,FALSE,
5475500,3/31/2022 0:00,642,TRUE,3/31/2022 6:40
5475234,3/31/2022 0:00,607,TRUE,3/31/2022 2:53
5475580,3/31/2022 0:00,609,TRUE,3/31/2022 6:12
5475004,3/31/2022 0:00,521,FALSE,
5475437,3/31/2022 0:00,610,TRUE,3/31/2022 4:48
5475293,3/31/2022 0:00,422,FALSE,
5476267,3/31/2022 0:00,606,TRUE,3/31/2022 12:41
5476183,3/31/2022 0:00,608,TRUE,3/31/2022 11:10
5477499,3/31/2022 0:00,641,TRUE,3/31/2022 19:41
5475584,3/31/2022 0:00,252,FALSE,
5475334,3/31/2022 0:00,287,FALSE,
5476108,3/31/2022 0:00,605,FALSE,
5475887,3/31/2022 0:00,1012,FALSE,
5477302,3/31/2022 0:00,134,TRUE,3/31/2022 17:55
5476281,3/31/2022 0:00,607,TRUE,3/31/2022 12:11
5475675,3/31/2022 0:00,567,FALSE,
5475032,3/31/2022 0:00,370,TRUE,3/31/2022 3:38
5476149,3/31/2022 0:00,607,TRUE,3/31/2022 11:01
5476350,3/31/2022 0:00,345,FALSE,
5475546,3/31/2022 0:00,605,FALSE,
5475630,3/31/2022 0:00,608,TRUE,3/31/2022 8:56
5476741,3/31/2022 0:00,345,TRUE,3/31/2022 18:32
5477375,3/31/2022 0:00,590,TRUE,3/31/2022 18:44
5475632,3/31/2022 0:00,110,TRUE,3/31/2022 9:43
5476319,3/31/2022 0:00,355,TRUE,3/31/2022 16:03
5475415,3/31/2022 0:00,353,FALSE,
5477262,3/31/2022 0:00,643,TRUE,3/31/2022 17:49
5476824,3/31/2022 0:00,641,TRUE,3/31/2022 15:23
5477099,3/31/2022 0:00,575,TRUE,3/31/2022 16:55
5476152,3/31/2022 0:00,641,FALSE,
5475969,3/31/2022 0:00,606,FALSE,
5476374,3/31/2022 0:00,605,TRUE,3/31/2022 13:01
5475656,3/31/2022 0:00,605,FALSE,
5477239,3/31/2022 0:00,612,TRUE,3/31/2022 17:35
5477745,3/31/2022 0:00,605,FALSE,
5476650,3/31/2022 0:00,610,TRUE,3/31/2022 15:03
5477008,3/31/2022 0:00,430,TRUE,3/31/2022 19:21
5477498,3/31/2022 0:00,647,TRUE,3/31/2022 19:27
5476549,3/31/2022 0:00,306,TRUE,3/31/2022 14:06
5475663,3/31/2022 0:00,54,TRUE,3/31/2022 11:07
5477559,3/31/2022 0:00,609,FALSE,
5476421,3/31/2022 0:00,609,TRUE,3/31/2022 13:22
5476275,3/31/2022 0:00,156,TRUE,3/31/2022 13:48
5476490,3/31/2022 0:00,607,FALSE,
5476740,3/31/2022 0:00,646,TRUE,3/31/2022 15:10
5477404,3/31/2022 0:00,292,FALSE,
5477285,3/31/2022 0:00,612,TRUE,3/31/2022 17:51
5477610,3/31/2022 0:00,612,TRUE,3/31/2022 20:23
5476191,3/31/2022 0:00,352,TRUE,3/31/2022 11:17
5475534,3/31/2022 0:00,607,TRUE,3/31/2022 6:05
5476830,3/31/2022 0:00,610,TRUE,3/31/2022 15:23
5476526,3/31/2022 0:00,136,FALSE,
5475045,3/31/2022 0:00,574,FALSE,
5477739,3/31/2022 0:00,609,FALSE,
5476680,3/31/2022 0:00,646,TRUE,3/31/2022 19:10
5475878,3/31/2022 0:00,1007,FALSE,
5476089,3/31/2022 0:00,606,TRUE,3/31/2022 10:31
5475098,3/31/2022 0:00,644,TRUE,3/31/2022 1:10
5476422,3/31/2022 0:00,605,FALSE,
5476902,3/31/2022 0:00,648,TRUE,3/31/2022 17:08
5477152,3/31/2022 0:00,608,TRUE,3/31/2022 19:53
5476505,3/31/2022 0:00,610,FALSE,
5477305,3/31/2022 0:00,591,FALSE,
5476330,3/31/2022 0:00,607,FALSE,
5477491,3/31/2022 0:00,641,TRUE,3/31/2022 19:27
5476816,3/31/2022 0:00,609,FALSE,
5477353,3/31/2022 0:00,411,TRUE,3/31/2022 18:17
5476371,3/31/2022 0:00,606,FALSE,
5475372,3/31/2022 0:00,606,TRUE,3/31/2022 5:01
5476746,3/31/2022 0:00,574,FALSE,
5475083,3/31/2022 0:00,586,TRUE,3/31/2022 1:20
5476825,3/31/2022 0:00,642,TRUE,3/31/2022 15:23
5477019,3/31/2022 0:00,192,FALSE,
5476498,3/31/2022 0:00,648,TRUE,3/31/2022 16:36
5476303,3/31/2022 0:00,1011,TRUE,3/31/2022 14:44
5476481,3/31/2022 0:00,607,TRUE,3/31/2022 13:44
5477253,3/31/2022 0:00,292,TRUE,3/31/2022 17:40
5477026,3/31/2022 0:00,645,TRUE,3/31/2022 16:26
5476727,3/31/2022 0:00,605,TRUE,3/31/2022 14:54
5476395,3/31/2022 0:00,593,TRUE,3/31/2022 13:23
5477602,3/31/2022 0:00,607,TRUE,3/31/2022 20:49
5477531,3/31/2022 0:00,609,TRUE,3/31/2022 19:35
5475174,3/31/2022 0:00,644,TRUE,3/31/2022 2:19
5477524,3/31/2022 0:00,606,TRUE,3/31/2022 19:35
5475101,3/31/2022 0:00,696,FALSE,
5475638,3/31/2022 0:00,643,TRUE,3/31/2022 6:47
5477365,3/31/2022 0:00,605,TRUE,3/31/2022 18:36
5477093,3/31/2022 0:00,500,FALSE,
5477290,3/31/2022 0:00,642,TRUE,3/31/2022 17:51
5475257,3/31/2022 0:00,605,TRUE,3/31/2022 3:08
5475724,3/31/2022 0:00,645,TRUE,3/31/2022 7:36
5475703,3/31/2022 0:00,643,TRUE,3/31/2022 7:10
5476858,3/31/2022 0:00,346,TRUE,3/31/2022 18:26
5475903,3/31/2022 0:00,351,FALSE,
5475069,3/31/2022 0:00,356,TRUE,3/31/2022 1:03
5475767,3/31/2022 0:00,608,TRUE,3/31/2022 8:19
5475959,3/31/2022 0:00,641,TRUE,3/31/2022 9:43
5476096,3/31/2022 0:00,607,TRUE,3/31/2022 10:31
5475621,3/31/2022 0:00,612,TRUE,3/31/2022 11:14
5477638,3/31/2022 0:00,573,TRUE,3/31/2022 21:10
5476676,3/31/2022 0:00,562,FALSE,
5476499,3/31/2022 0:00,605,FALSE,
5477344,3/31/2022 0:00,623,TRUE,3/31/2022 18:21
5475572,3/31/2022 0:00,522,TRUE,3/31/2022 6:11
5476079,3/31/2022 0:00,608,FALSE,
5477682,3/31/2022 0:00,609,FALSE,
5476128,3/31/2022 0:00,501,FALSE,
5475100,3/31/2022 0:00,610,TRUE,3/31/2022 1:10
5476687,3/31/2022 0:00,605,FALSE,
5475351,3/31/2022 0:00,420,FALSE,
5476256,3/31/2022 0:00,476,TRUE,3/31/2022 12:44
5475426,3/31/2022 0:00,641,TRUE,3/31/2022 4:48
5477438,3/31/2022 0:00,575,FALSE,
5477349,3/31/2022 0:00,609,FALSE,
5476726,3/31/2022 0:00,607,TRUE,3/31/2022 14:54
5476455,3/31/2022 0:00,308,FALSE,
5475719,3/31/2022 0:00,609,FALSE,
5477252,3/31/2022 0:00,476,FALSE,
5475260,3/31/2022 0:00,642,TRUE,3/31/2022 3:08
5476070,3/31/2022 0:00,623,FALSE,
5474986,3/31/2022 0:00,607,FALSE,
5475084,3/31/2022 0:00,643,FALSE,
5476430,3/31/2022 0:00,642,TRUE,3/31/2022 14:04
5476863,3/31/2022 0:00,605,FALSE,
5477238,3/31/2022 0:00,646,TRUE,3/31/2022 17:35
5475408,3/31/2022 0:00,502,TRUE,3/31/2022 6:15
5475366,3/31/2022 0:00,386,FALSE,
5476325,3/31/2022 0:00,311,FALSE,
5475457,3/31/2022 0:00,528,FALSE,
5477537,3/31/2022 0:00,398,FALSE,
5476968,3/31/2022 0:00,1007,TRUE,3/31/2022 16:17
5477483,3/31/2022 0:00,622,FALSE,
5476623,3/31/2022 0:00,254,FALSE,
5475482,3/31/2022 0:00,610,FALSE,
5475403,3/31/2022 0:00,276,FALSE,
5477185,3/31/2022 0:00,605,TRUE,3/31/2022 17:20
5475876,3/31/2022 0:00,608,FALSE,
5475795,3/31/2022 0:00,605,FALSE,
5476278,3/31/2022 0:00,605,FALSE,
5476411,3/31/2022 0:00,589,TRUE,3/31/2022 17:55
5476140,3/31/2022 0:00,456,FALSE,
5475874,3/31/2022 0:00,1000586,TRUE,3/31/2022 8:35
5475311,3/31/2022 0:00,93,FALSE,
5476535,3/31/2022 0:00,627,TRUE,3/31/2022 14:15
5476335,3/31/2022 0:00,1000604,TRUE,3/31/2022 13:28
5477746,3/31/2022 0:00,1007,FALSE,
5477752,3/31/2022 0:00,520,FALSE,
5475316,3/31/2022 0:00,393,FALSE,
5477581,3/31/2022 0:00,605,TRUE,3/31/2022 20:10
5476161,3/31/2022 0:00,466,TRUE,3/31/2022 20:47
5475418,3/31/2022 0:00,605,TRUE,3/31/2022 4:45
5475853,3/31/2022 0:00,522,TRUE,3/31/2022 8:25
5476516,3/31/2022 0:00,606,TRUE,3/31/2022 13:56
5476949,3/31/2022 0:00,648,TRUE,3/31/2022 16:03
5477331,3/31/2022 0:00,451,FALSE,
5476131,3/31/2022 0:00,575,FALSE,
5476258,3/31/2022 0:00,642,FALSE,
5477598,3/31/2022 0:00,517,TRUE,3/31/2022 20:33
5476064,3/31/2022 0:00,574,TRUE,3/31/2022 10:40
5476843,3/31/2022 0:00,648,TRUE,3/31/2022 15:29
5475881,3/31/2022 0:00,605,TRUE,3/31/2022 8:47
5476537,3/31/2022 0:00,576,TRUE,3/31/2022 14:16
5475002,3/31/2022 0:00,520,FALSE,
5476587,3/31/2022 0:00,607,FALSE,
5475892,3/31/2022 0:00,621,FALSE,
5476331,3/31/2022 0:00,609,FALSE,
5477380,3/31/2022 0:00,388,FALSE,
5476794,3/31/2022 0:00,646,TRUE,3/31/2022 15:15
5476205,3/31/2022 0:00,645,TRUE,3/31/2022 11:23
5477519,3/31/2022 0:00,641,TRUE,3/31/2022 19:35
5475258,3/31/2022 0:00,646,TRUE,3/31/2022 3:08
5475298,3/31/2022 0:00,136,TRUE,3/31/2022 19:27
5475914,3/31/2022 0:00,581,FALSE,
5475137,3/31/2022 0:00,643,TRUE,3/31/2022 2:20
5477415,3/31/2022 0:00,596,FALSE,
5476597,3/31/2022 0:00,610,TRUE,3/31/2022 14:21
5475028,3/31/2022 0:00,290,FALSE,
5477416,3/31/2022 0:00,623,FALSE,
5477147,3/31/2022 0:00,575,TRUE,3/31/2022 18:15
5475564,3/31/2022 0:00,526,TRUE,3/31/2022 6:11
5476399,3/31/2022 0:00,141,TRUE,3/31/2022 13:11
5477218,3/31/2022 0:00,695,FALSE,
5476793,3/31/2022 0:00,607,TRUE,3/31/2022 15:15
5475963,3/31/2022 0:00,607,TRUE,3/31/2022 9:38
5477628,3/31/2022 0:00,274,FALSE,
5475860,3/31/2022 0:00,523,TRUE,3/31/2022 8:25
5477439,3/31/2022 0:00,591,TRUE,3/31/2022 19:20
5475036,3/31/2022 0:00,466,TRUE,3/31/2022 21:50
5477063,3/31/2022 0:00,607,FALSE,
5477655,3/31/2022 0:00,257,TRUE,3/31/2022 21:07
5475846,3/31/2022 0:00,605,TRUE,3/31/2022 8:25
5475899,3/31/2022 0:00,286,TRUE,3/31/2022 8:54
5477100,3/31/2022 0:00,606,FALSE,
5476714,3/31/2022 0:00,642,TRUE,3/31/2022 14:52
5475207,3/31/2022 0:00,605,TRUE,3/31/2022 2:39
5476700,3/31/2022 0:00,608,TRUE,3/31/2022 14:52
5475818,3/31/2022 0:00,106,FALSE,
5476352,3/31/2022 0:00,52,FALSE,
5475001,3/31/2022 0:00,294,TRUE,3/31/2022 0:15
5476834,3/31/2022 0:00,647,TRUE,3/31/2022 15:43
5475160,3/31/2022 0:00,254,FALSE,
5476083,3/31/2022 0:00,609,FALSE,
5476689,3/31/2022 0:00,606,TRUE,3/31/2022 14:52
5476007,3/31/2022 0:00,139,FALSE,
5476709,3/31/2022 0:00,605,TRUE,3/31/2022 14:52
5475982,3/31/2022 0:00,605,FALSE,
5477204,3/31/2022 0:00,607,TRUE,3/31/2022 17:25
5476187,3/31/2022 0:00,331,FALSE,
5476641,3/31/2022 0:00,430,TRUE,3/31/2022 14:36
5476408,3/31/2022 0:00,523,FALSE,
5476640,3/31/2022 0:00,289,FALSE,
5475755,3/31/2022 0:00,605,TRUE,3/31/2022 8:23
5476910,3/31/2022 0:00,610,TRUE,3/31/2022 15:51
5476336,3/31/2022 0:00,387,FALSE,
5475144,3/31/2022 0:00,1010,FALSE,
5476765,3/31/2022 0:00,605,FALSE,
5476628,3/31/2022 0:00,380,TRUE,3/31/2022 14:29
5476031,3/31/2022 0:00,606,FALSE,
5475131,3/31/2022 0:00,646,FALSE,
5475883,3/31/2022 0:00,609,FALSE,
5475120,3/31/2022 0:00,591,TRUE,3/31/2022 1:41
5477646,3/31/2022 0:00,574,TRUE,3/31/2022 20:59
5475304,3/31/2022 0:00,545,FALSE,
5477067,3/31/2022 0:00,642,FALSE,
5475060,3/31/2022 0:00,598,TRUE,3/31/2022 1:43
5476645,3/31/2022 0:00,605,TRUE,3/31/2022 14:42
5475443,3/31/2022 0:00,605,FALSE,
5475489,3/31/2022 0:00,607,TRUE,3/31/2022 5:41
5475025,3/31/2022 0:00,253,TRUE,3/31/2022 18:01
5476517,3/31/2022 0:00,605,TRUE,3/31/2022 13:56
5477020,3/31/2022 0:00,643,TRUE,3/31/2022 16:26
5477075,3/31/2022 0:00,499,TRUE,3/31/2022 16:53
5475412,3/31/2022 0:00,608,TRUE,3/31/2022 6:21
5476630,3/31/2022 0:00,609,FALSE,
5476524,3/31/2022 0:00,527,FALSE,
5476216,3/31/2022 0:00,608,TRUE,3/31/2022 11:23
5475889,3/31/2022 0:00,621,FALSE,
5475955,3/31/2022 0:00,256,FALSE,
5477244,3/31/2022 0:00,608,TRUE,3/31/2022 17:35
5475642,3/31/2022 0:00,648,TRUE,3/31/2022 6:47
5476845,3/31/2022 0:00,641,TRUE,3/31/2022 15:29
5475287,3/31/2022 0:00,608,TRUE,3/31/2022 3:22
5476375,3/31/2022 0:00,606,TRUE,3/31/2022 13:01
5475053,3/31/2022 0:00,545,FALSE,
5476820,3/31/2022 0:00,643,TRUE,3/31/2022 15:34
5477652,3/31/2022 0:00,503,TRUE,3/31/2022 21:32
5475017,3/31/2022 0:00,253,FALSE,
5477693,3/31/2022 0:00,593,FALSE,
5476778,3/31/2022 0:00,346,FALSE,
5477396,3/31/2022 0:00,369,TRUE,3/31/2022 18:38
5476669,3/31/2022 0:00,344,FALSE,
5475188,3/31/2022 0:00,468,TRUE,3/31/2022 10:05
5475495,3/31/2022 0:00,612,TRUE,3/31/2022 5:41
5475110,3/31/2022 0:00,605,FALSE,
5476797,3/31/2022 0:00,644,TRUE,3/31/2022 15:15
5475665,3/31/2022 0:00,609,TRUE,3/31/2022 6:54
5477422,3/31/2022 0:00,585,FALSE,
5475931,3/31/2022 0:00,643,TRUE,3/31/2022 9:04
5477705,3/31/2022 0:00,596,FALSE,
5474973,3/31/2022 0:00,20,FALSE,
5476468,3/31/2022 0:00,575,FALSE,
5475229,3/31/2022 0:00,289,FALSE,
5475459,3/31/2022 0:00,291,FALSE,
5477460,3/31/2022 0:00,289,FALSE,
5476624,3/31/2022 0:00,379,TRUE,3/31/2022 14:27
5475268,3/31/2022 0:00,493,TRUE,3/31/2022 3:16
5476860,3/31/2022 0:00,377,FALSE,
5476986,3/31/2022 0:00,210,FALSE,
5475473,3/31/2022 0:00,606,FALSE,
5476120,3/31/2022 0:00,644,TRUE,3/31/2022 10:35
5476285,3/31/2022 0:00,606,FALSE,
5477507,3/31/2022 0:00,609,FALSE,
5474985,3/31/2022 0:00,252,FALSE,
5476947,3/31/2022 0:00,645,TRUE,3/31/2022 16:03
5475827,3/31/2022 0:00,612,TRUE,3/31/2022 8:20
5477729,3/31/2022 0:00,345,FALSE,
5477675,3/31/2022 0:00,286,FALSE,
5476425,3/31/2022 0:00,385,TRUE,3/31/2022 16:37
5477463,3/31/2022 0:00,606,FALSE,
5475368,3/31/2022 0:00,1013,FALSE,
5476334,3/31/2022 0:00,609,FALSE,
5475450,3/31/2022 0:00,414,TRUE,3/31/2022 5:43
5475581,3/31/2022 0:00,610,TRUE,3/31/2022 6:12
5476967,3/31/2022 0:00,1000592,TRUE,3/31/2022 16:24
5475024,3/31/2022 0:00,690,FALSE,
5477755,3/31/2022 0:00,402,FALSE,
5477001,3/31/2022 0:00,607,TRUE,3/31/2022 16:21
5476428,3/31/2022 0:00,646,TRUE,3/31/2022 13:56
5475088,3/31/2022 0:00,612,TRUE,3/31/2022 1:10
5475769,3/31/2022 0:00,177,TRUE,3/31/2022 7:51
5475484,3/31/2022 0:00,526,FALSE,
5475604,3/31/2022 0:00,605,FALSE,
5476723,3/31/2022 0:00,154,TRUE,3/31/2022 16:13
5477735,3/31/2022 0:00,545,TRUE,3/31/2022 21:50
5475938,3/31/2022 0:00,646,TRUE,3/31/2022 9:04
5477192,3/31/2022 0:00,356,TRUE,3/31/2022 17:23
5477732,3/31/2022 0:00,622,FALSE,
5476390,3/31/2022 0:00,254,TRUE,3/31/2022 13:39
5476601,3/31/2022 0:00,645,TRUE,3/31/2022 14:21
5476013,3/31/2022 0:00,606,TRUE,3/31/2022 10:23
5476218,3/31/2022 0:00,605,TRUE,3/31/2022 11:24
5477060,3/31/2022 0:00,386,FALSE,
5477459,3/31/2022 0:00,593,TRUE,3/31/2022 21:11
5476266,3/31/2022 0:00,641,TRUE,3/31/2022 12:31
5475133,3/31/2022 0:00,592,FALSE,
5476123,3/31/2022 0:00,610,TRUE,3/31/2022 10:35
5477279,3/31/2022 0:00,606,TRUE,3/31/2022 18:25
5477065,3/31/2022 0:00,609,FALSE,
5477299,3/31/2022 0:00,244,TRUE,3/31/2022 17:52
5475819,3/31/2022 0:00,52,FALSE,
5477016,3/31/2022 0:00,605,TRUE,3/31/2022 16:47
5476074,3/31/2022 0:00,622,TRUE,3/31/2022 13:58
5476098,3/31/2022 0:00,644,TRUE,3/31/2022 10:31
5477629,3/31/2022 0:00,421,FALSE,
5475146,3/31/2022 0:00,641,TRUE,3/31/2022 11:49
5475662,3/31/2022 0:00,609,TRUE,3/31/2022 6:53
